"customer_id","monetaryvalue","frequency","recency"
"13572","1384","1","205"
"13573","916","6","49"
"13574","421","1","410"
"13575","732","5","22"
"13576","11552","28","9"
"13577","3489","11","24"
"13578","148","1","408"
"13579","1539","5","14"
"13580","108","1","405"
"13581","281","2","308"
"13582","242","2","389"
"13583","1445","2","155"
"13584","392","3","306"
"13585","685","3","530"
"13586","132","1","540"
"13587","1674","4","63"
"13588","2479","9","15"
"13589","1121","6","14"
"13590","6350","18","10"
"13591","2094","7","64"
"13592","248","4","35"
"13593","5524","14","107"
"13594","533","2","52"
"13595","818","3","516"
"13596","697","2","5"
"13597","397","2","399"
"13598","790","5","46"
"13599","10168","33","0"
"13600","518","2","311"
"13601","1185","4","44"
"13602","1025","4","64"
"13603","164","1","25"
"13604","718","1","658"
"13605","523","2","386"
"13606","281","3","28"
"13607","1078","2","39"
"13608","236","1","540"
"13609","167","1","592"
"13610","2176","14","11"
"13611","3320","10","88"
"13612","818","1","632"
"13613","1040","5","452"
"13614","2359","6","23"
"13615","6273","8","318"
"13616","288","2","567"
"13617","1279","8","39"
"13618","177","1","173"
"13619","232","2","544"
"13620","112","1","527"
"13621","214","1","116"
"13622","659","1","695"
"13623","2566","10","30"
"13624","462","1","387"
"13625","301","1","596"
"13626","707","2","252"
"13627","2246","7","58"
"13628","310","1","675"
"13629","13371","19","22"
"13630","2032","7","4"
"13631","3070","11","99"
"13632","3648","8","24"
"13634","5073","16","32"
"13635","2999","4","67"
"13636","949","5","36"
"13637","811","3","51"
"13638","123","1","15"
"13639","1346","2","73"
"13640","405","1","610"
"13641","1016","5","640"
"13642","515","4","215"
"13643","2157","10","30"
"13644","2624","4","15"
"13645","252","1","119"
"13646","326","2","399"
"13647","3072","8","9"
"13648","1764","8","399"
"13649","1679","6","256"
"13650","3288","10","16"
"13651","227","3","34"
"13652","2571","5","45"
"13653","152","1","487"
"13654","6308","11","42"
"13655","2281","6","113"
"13656","1079","4","164"
"13657","382","2","10"
"13658","6026","9","9"
"13659","4895","12","205"
"13660","315","1","399"
"13661","325","1","602"
"13662","2250","11","85"
"13663","2048","5","178"
"13665","1712","3","385"
"13666","128","5","59"
"13667","305","1","148"
"13668","13090","35","2"
"13669","414","3","50"
"13670","350","1","74"
"13671","195","1","394"
"13672","420","3","300"
"13673","397","2","18"
"13674","241","1","432"
"13675","487","2","150"
"13676","244","2","538"
"13677","556","2","404"
"13678","233","1","151"
"13679","281","3","493"
"13680","11436","12","0"
"13681","828","4","17"
"13682","60","1","186"
"13683","259","1","457"
"13684","597","4","285"
"13685","3119","7","2"
"13686","409","3","182"
"13687","11881","1","437"
"13688","376","1","634"
"13689","1260","2","62"
"13690","172","1","58"
"13691","213","1","395"
"13692","3114","5","24"
"13693","2012","9","373"
"13694","196483","143","3"
"13695","2771","16","30"
"13696","2020","3","421"
"13697","151","1","38"
"13698","466","2","596"
"13699","764","2","154"
"13700","2613","13","25"
"13701","161","1","446"
"13702","135","1","445"
"13703","426","2","317"
"13704","2308","9","4"
"13705","2035","7","7"
"13706","631","2","302"
"13707","3366","5","266"
"13708","297","1","270"
"13709","7592","18","3"
"13710","510","3","31"
"13711","1792","9","218"
"13712","766","2","246"
"13713","743","3","407"
"13714","161","1","464"
"13715","8483","17","280"
"13716","138","1","268"
"13717","1763","8","31"
"13718","307","2","245"
"13719","2815","11","14"
"13720","800","4","116"
"13721","742","2","35"
"13722","5635","10","131"
"13723","1209","6","216"
"13724","213","1","636"
"13725","1981","8","49"
"13726","1080","2","38"
"13727","1080","8","28"
"13728","2855","16","36"
"13729","725","3","435"
"13730","753","2","135"
"13731","611","2","218"
"13732","492","1","27"
"13733","487","2","410"
"13734","6702","4","508"
"13735","9813","13","24"
"13736","2766","7","4"
"13737","340","1","199"
"13738","441","1","395"
"13739","292","2","17"
"13740","1598","5","240"
"13741","668","3","71"
"13742","3131","12","16"
"13743","1342","7","2"
"13744","1156","2","94"
"13745","777","2","161"
"13746","177","1","413"
"13747","249","2","373"
"13748","2268","9","95"
"13750","3602","11","53"
"13751","296","1","287"
"13752","1591","7","123"
"13753","2095","4","287"
"13754","447","3","151"
"13755","2161","9","3"
"13756","9208","23","1"
"13757","196","1","674"
"13758","9417","15","11"
"13759","659","2","32"
"13760","1364","5","53"
"13761","1952","6","49"
"13762","2472","5","218"
"13763","5217","3","62"
"13764","2953","6","70"
"13765","353","1","652"
"13766","190","1","494"
"13767","35541","73","1"
"13768","876","2","726"
"13769","5800","20","1"
"13770","785","4","421"
"13771","5729","9","63"
"13772","3114","8","33"
"13773","302","2","396"
"13774","345","1","81"
"13775","1050","1","590"
"13776","624","2","427"
"13777","56478","61","0"
"13778","1124","4","102"
"13779","161","1","515"
"13780","736","3","6"
"13781","779","3","250"
"13782","1794","13","12"
"13783","1542","4","487"
"13784","2910","14","9"
"13785","542","4","428"
"13786","3359","6","366"
"13787","1223","6","75"
"13788","4","1","504"
"13789","239","1","387"
"13790","349","1","3"
"13791","1516","2","127"
"13792","384","3","65"
"13793","96","1","646"
"13794","126","1","546"
"13795","836","4","387"
"13796","290","1","498"
"13797","1179","3","436"
"13798","75837","110","0"
"13799","2804","9","116"
"13800","1680","3","309"
"13801","325","1","66"
"13802","26259","19","138"
"13803","1339","3","254"
"13804","3209","9","30"
"13805","925","2","51"
"13806","256","1","63"
"13807","535","3","366"
"13808","1748","5","5"
"13809","680","3","304"
"13810","1499","3","28"
"13811","815","3","183"
"13812","539","3","41"
"13813","2765","8","39"
"13814","2257","3","91"
"13815","7476","8","21"
"13816","572","2","23"
"13817","383","2","28"
"13818","61","1","429"
"13819","2642","6","301"
"13820","661","3","417"
"13821","1411","6","144"
"13822","632","2","5"
"13823","3403","7","18"
"13824","3315","12","32"
"13825","256","2","621"
"13826","190","1","175"
"13827","412","3","57"
"13828","209","1","21"
"13829","102","1","420"
"13830","157","1","581"
"13831","7024","18","15"
"13832","614","2","18"
"13833","701","2","158"
"13834","324","2","576"
"13835","1095","7","24"
"13836","620","2","398"
"13837","271","2","211"
"13838","1966","10","5"
"13839","140","1","485"
"13840","651","1","415"
"13841","85","1","252"
"13842","5630","18","58"
"13843","320","1","380"
"13844","362","1","10"
"13845","313","1","64"
"13846","1308","4","24"
"13847","311","1","719"
"13848","3335","8","91"
"13849","3469","5","51"
"13850","1595","1","128"
"13851","4606","8","95"
"13852","187","1","610"
"13853","1090","1","56"
"13854","12254","39","8"
"13855","1310","4","500"
"13856","1142","11","168"
"13857","1001","6","392"
"13858","216","1","56"
"13859","516","2","325"
"13860","1246","5","0"
"13861","273","2","428"
"13862","2556","9","17"
"13863","1240","4","247"
"13864","662","1","386"
"13865","502","4","57"
"13866","146","1","73"
"13867","1015","3","30"
"13868","3193","2","6"
"13869","8112","10","122"
"13870","5712","15","1"
"13871","7886","17","22"
"13872","920","3","526"
"13873","1039","8","119"
"13874","2049","7","357"
"13875","4814","14","53"
"13876","123","1","63"
"13877","450","3","85"
"13878","2473","4","54"
"13879","396","1","645"
"13880","4392","17","20"
"13881","45179","43","3"
"13882","1191","5","2"
"13883","6560","15","10"
"13884","1888","10","6"
"13885","507","2","188"
"13886","244","1","70"
"13887","350","1","203"
"13888","2169","7","119"
"13889","1991","6","92"
"13890","2927","14","0"
"13891","864","3","377"
"13892","1268","6","26"
"13893","821","1","297"
"13894","565","3","23"
"13895","4009","6","27"
"13896","389","1","625"
"13897","1161","3","49"
"13898","686","2","325"
"13899","389","2","15"
"13900","1611","6","182"
"13901","5676","15","71"
"13902","34095","5","631"
"13903","165","1","399"
"13904","333","2","36"
"13905","313","1","732"
"13906","42","1","408"
"13907","137","1","691"
"13908","2370","4","79"
"13909","287","2","422"
"13911","4235","20","56"
"13912","125","1","423"
"13913","42","1","506"
"13914","626","2","11"
"13915","71","1","393"
"13916","1276","4","463"
"13917","272","2","49"
"13918","1213","2","49"
"13919","1361","4","58"
"13920","1775","4","431"
"13921","731","4","401"
"13922","865","3","351"
"13923","351","1","53"
"13924","1839","6","1"
"13925","678","4","92"
"13926","224","1","22"
"13927","708","2","74"
"13928","465","4","10"
"13929","3494","11","168"
"13930","337","2","57"
"13931","5257","11","95"
"13932","307","1","294"
"13933","609","2","108"
"13934","922","1","263"
"13935","6117","3","596"
"13936","940","3","179"
"13937","880","2","168"
"13938","72","1","34"
"13939","1561","7","22"
"13940","839","4","16"
"13941","11122","15","21"
"13942","320","1","534"
"13943","247","1","577"
"13944","200","1","652"
"13945","854","2","394"
"13946","1876","6","78"
"13947","91","1","64"
"13948","549","4","360"
"13949","2427","6","2"
"13950","745","4","10"
"13951","674","3","175"
"13952","12824","14","217"
"13953","6641","12","6"
"13954","440","2","1"
"13955","545","3","153"
"13956","1026","5","4"
"13957","458","3","417"
"13958","4709","8","379"
"13959","1076","6","78"
"13960","230","2","20"
"13961","538","1","391"
"13962","363","3","21"
"13963","3012","17","307"
"13964","439","2","386"
"13965","997","3","476"
"13966","391","1","434"
"13967","166","2","145"
"13968","124","1","422"
"13969","13366","35","6"
"13970","847","2","385"
"13971","4668","14","18"
"13972","190","2","70"
"13973","265","1","286"
"13974","678","2","48"
"13975","5359","12","30"
"13976","1192","4","206"
"13977","520","1","410"
"13978","197","2","14"
"13979","3416","7","72"
"13980","800","5","59"
"13981","331","1","415"
"13982","4446","9","38"
"13983","7108","21","29"
"13984","2049","12","26"
"13985","10021","22","3"
"13986","320","1","16"
"13987","683","2","379"
"13988","4758","8","19"
"13989","2026","5","65"
"13990","311","1","212"
"13991","856","6","11"
"13992","220","3","29"
"13993","6776","19","42"
"13994","2313","6","3"
"13995","3902","14","14"
"13996","896","2","385"
"13997","382","3","518"
"13998","567","3","446"
"13999","9502","29","9"
"14000","2046","5","210"
"14001","4530","9","45"
"14002","530","2","133"
"14003","209","1","732"
"14004","6258","11","42"
"14005","2875","5","9"
"14006","2197","7","115"
"14007","79","1","512"
"14008","509","1","431"
"14009","1100","3","197"
"14010","445","2","564"
"14011","458","2","479"
"14012","329","1","277"
"14013","1085","5","109"
"14014","1948","3","76"
"14015","917","1","52"
"14016","11403","11","161"
"14017","230","1","570"
"14018","367","1","644"
"14019","1422","3","46"
"14020","1249","4","16"
"14021","1717","7","154"
"14022","792","2","224"
"14023","584","2","6"
"14024","646","3","121"
"14025","4058","8","464"
"14026","713","2","470"
"14027","105","1","60"
"14028","10397","3","549"
"14029","468","2","62"
"14030","8262","20","17"
"14031","40999","44","6"
"14032","4850","16","1"
"14033","109","1","554"
"14034","652","3","21"
"14035","2857","9","28"
"14036","627","1","284"
"14037","837","6","175"
"14038","3070","5","77"
"14039","267","2","32"
"14040","12646","35","40"
"14041","141","1","265"
"14042","432","1","724"
"14043","304","2","490"
"14044","3123","10","26"
"14045","11313","16","108"
"14046","155","1","283"
"14047","4255","14","8"
"14048","749","3","304"
"14049","13239","13","16"
"14050","746","2","31"
"14051","22434","37","0"
"14052","481","2","19"
"14053","572","4","123"
"14054","92","1","64"
"14055","1521","3","105"
"14056","8215","23","0"
"14057","8409","22","23"
"14058","469","2","462"
"14059","184","1","266"
"14060","9519","30","4"
"14061","917","3","506"
"14062","25604","24","9"
"14063","22710","9","437"
"14064","3332","15","28"
"14065","891","3","388"
"14066","153","1","266"
"14067","375","2","63"
"14068","1528","4","319"
"14069","230","2","514"
"14070","327","1","684"
"14071","1439","8","3"
"14072","391","1","666"
"14073","151","1","31"
"14074","219","1","622"
"14075","1735","6","4"
"14076","122","1","128"
"14077","615","6","40"
"14078","1693","9","101"
"14079","619","2","124"
"14080","1116","5","32"
"14081","5370","10","301"
"14082","413","2","364"
"14083","1407","11","3"
"14084","151","1","511"
"14085","10105","33","1"
"14086","40","1","462"
"14087","846","3","2"
"14088","64037","16","9"
"14089","161","1","56"
"14090","76","1","324"
"14091","9530","2","653"
"14092","7229","24","7"
"14093","443","1","11"
"14094","335","1","439"
"14095","3","1","722"
"14096","65165","17","3"
"14097","423","2","480"
"14098","147","1","36"
"14099","5766","20","15"
"14100","195","1","137"
"14101","9962","13","73"
"14102","1360","5","4"
"14103","0","1","664"
"14104","772","5","154"
"14105","5989","5","238"
"14106","215","1","736"
"14107","4877","11","51"
"14108","1045","4","30"
"14109","144","1","72"
"14110","12988","33","3"
"14111","693","4","13"
"14112","5835","13","22"
"14113","7093","16","3"
"14114","1364","7","273"
"14115","623","2","501"
"14116","1383","5","19"
"14117","90","1","143"
"14118","458","1","428"
"14119","183","2","375"
"14121","2780","4","3"
"14122","362","3","405"
"14123","436","1","732"
"14124","420","1","83"
"14125","2740","3","10"
"14126","1172","4","7"
"14127","1900","6","122"
"14128","924","3","60"
"14129","2591","9","1"
"14130","1883","4","318"
"14131","188","1","648"
"14132","3586","11","1"
"14133","911","4","129"
"14134","11123","15","382"
"14135","9644","24","1"
"14136","1571","5","400"
"14137","333","1","695"
"14138","982","2","1"
"14139","1087","4","45"
"14140","935","2","3"
"14141","915","4","2"
"14142","983","2","372"
"14143","116","1","133"
"14144","31","1","485"
"14145","7600","7","46"
"14146","9450","12","8"
"14147","2590","9","77"
"14148","466","2","233"
"14149","447","1","220"
"14150","659","2","35"
"14151","679","2","672"
"14152","1997","7","74"
"14153","233","1","482"
"14154","6461","8","238"
"14155","119","1","265"
"14156","313946","156","9"
"14157","1003","5","19"
"14158","508","1","39"
"14159","7938","20","19"
"14160","8421","7","609"
"14161","3319","7","215"
"14162","289","2","173"
"14163","2595","5","86"
"14164","1632","2","70"
"14165","123","1","275"
"14166","257","2","504"
"14167","1296","8","38"
"14168","370","2","420"
"14169","624","2","430"
"14170","597","3","374"
"14171","499","2","97"
"14172","403","3","604"
"14173","586","6","10"
"14174","134","1","32"
"14175","7679","8","59"
"14176","916","5","296"
"14177","2229","13","85"
"14178","1621","7","8"
"14179","720","2","40"
"14180","6319","33","10"
"14181","311","2","410"
"14182","679","4","443"
"14183","286","2","410"
"14184","453","1","66"
"14185","198","1","330"
"14186","1551","5","426"
"14187","124","1","473"
"14188","2054","6","30"
"14189","5814","16","1"
"14190","80","1","665"
"14191","4818","15","1"
"14192","294","1","387"
"14193","1210","3","67"
"14194","18671","36","4"
"14195","2616","6","201"
"14196","336","1","106"
"14197","390","1","410"
"14198","1570","9","17"
"14199","1092","4","217"
"14200","379","1","616"
"14201","1194","10","59"
"14202","848","3","380"
"14203","339","1","396"
"14204","1063","4","1"
"14205","2414","9","16"
"14206","1185","3","238"
"14207","158","1","687"
"14208","567","2","94"
"14209","4993","15","10"
"14210","5862","16","105"
"14211","4402","18","52"
"14212","2190","2","89"
"14213","1192","1","404"
"14214","1004","5","30"
"14215","3416","9","11"
"14216","2150","5","2"
"14217","3417","23","1"
"14218","169","1","42"
"14219","634","3","3"
"14220","1515","4","246"
"14221","6517","17","41"
"14222","683","1","176"
"14223","991","3","91"
"14224","1898","9","109"
"14225","2037","4","434"
"14226","3003","6","28"
"14227","6369","15","25"
"14228","746","3","437"
"14229","2594","7","51"
"14230","980","3","435"
"14231","1236","4","183"
"14232","2048","5","42"
"14233","2904","7","48"
"14234","775","4","21"
"14235","4718","9","74"
"14236","1745","5","80"
"14237","632","2","372"
"14238","434","3","325"
"14239","4263","21","42"
"14240","1247","3","29"
"14241","334","2","183"
"14242","281","2","234"
"14243","7431","17","8"
"14244","366","1","660"
"14245","1693","2","219"
"14246","1474","3","110"
"14247","773","5","277"
"14248","1033","3","317"
"14249","5625","12","410"
"14250","1904","3","6"
"14251","2880","5","1"
"14252","351","1","380"
"14253","363","2","492"
"14254","601","1","432"
"14255","1001","1","545"
"14256","2474","5","259"
"14257","5954","9","63"
"14258","32051","25","8"
"14259","120","1","141"
"14260","824","3","470"
"14261","1163","2","50"
"14262","2618","8","7"
"14263","323","1","422"
"14264","1517","6","154"
"14265","1373","4","108"
"14266","41","1","427"
"14267","1516","3","162"
"14268","355","1","470"
"14269","296","1","438"
"14270","493","1","331"
"14271","219","2","225"
"14272","921","4","73"
"14273","560","4","50"
"14274","257","1","685"
"14275","1189","6","395"
"14276","2103","7","98"
"14277","17226","9","14"
"14278","206","1","409"
"14279","192","2","520"
"14280","134","1","196"
"14281","245","1","407"
"14282","7850","25","2"
"14283","628","4","462"
"14284","1300","3","30"
"14285","3284","8","20"
"14286","8480","7","23"
"14287","177","3","7"
"14288","427","1","212"
"14289","911","6","8"
"14290","4517","8","10"
"14291","7904","23","1"
"14292","9226","16","7"
"14293","3268","9","2"
"14294","375","1","406"
"14295","2363","5","39"
"14296","456","2","420"
"14297","1305","4","17"
"14298","91194","82","7"
"14299","14499","27","7"
"14300","43","1","18"
"14301","1992","4","116"
"14302","743","3","430"
"14303","278","2","406"
"14304","1725","3","222"
"14305","1859","3","70"
"14306","3151","6","50"
"14307","5071","10","88"
"14308","1147","2","548"
"14309","3781","11","7"
"14310","492","1","432"
"14311","516","2","242"
"14312","3090","11","46"
"14314","230","2","106"
"14315","3198","8","44"
"14316","1370","5","421"
"14317","509","1","64"
"14318","158","1","459"
"14319","495","1","423"
"14320","1347","5","206"
"14321","2218","7","10"
"14322","474","4","428"
"14323","605","2","114"
"14324","702","2","409"
"14325","245","1","569"
"14326","941","3","241"
"14327","1895","6","162"
"14328","445","1","437"
"14329","9927","15","16"
"14330","201","1","623"
"14331","463","2","123"
"14332","1944","5","22"
"14333","415","1","67"
"14334","4318","12","16"
"14335","468","2","15"
"14336","1615","4","16"
"14338","928","3","160"
"14339","620","2","242"
"14340","135","1","218"
"14341","4467","18","44"
"14342","918","6","20"
"14343","1089","4","420"
"14344","3334","20","126"
"14345","109","1","38"
"14346","2316","5","120"
"14347","83","1","736"
"14348","410","1","259"
"14349","134","1","9"
"14350","972","3","273"
"14351","51","1","164"
"14352","1079","4","156"
"14353","377","3","214"
"14354","164","2","5"
"14355","1014","3","365"
"14356","701","2","79"
"14357","226","1","42"
"14358","400","2","388"
"14359","912","3","18"
"14360","2128","4","31"
"14361","215","1","578"
"14362","161","1","21"
"14363","227","2","401"
"14364","3717","8","108"
"14365","635","2","394"
"14366","136","1","524"
"14367","9262","16","7"
"14368","155","1","319"
"14369","469","2","641"
"14370","1176","6","450"
"14371","101","1","294"
"14372","860","2","442"
"14373","77","1","357"
"14374","108","1","540"
"14375","1133","3","184"
"14376","215","1","682"
"14377","617","2","190"
"14378","131","1","621"
"14379","1269","4","43"
"14380","49","1","681"
"14381","631","2","51"
"14382","1247","2","25"
"14383","1248","3","37"
"14384","59","1","500"
"14385","202","3","8"
"14386","142","1","296"
"14387","1771","3","32"
"14388","6701","16","9"
"14389","1898","5","64"
"14390","6400","13","9"
"14391","136","1","576"
"14392","266","1","431"
"14393","68","1","217"
"14394","94","1","564"
"14395","8208","20","1"
"14396","2122","7","64"
"14397","2613","19","2"
"14398","708","2","400"
"14399","2113","8","393"
"14400","1732","3","148"
"14401","6796","22","3"
"14402","286","1","651"
"14403","1881","6","129"
"14404","2899","13","33"
"14405","195","1","386"
"14406","157","1","118"
"14407","2158","6","106"
"14408","4110","11","10"
"14409","3756","9","70"
"14410","2651","11","91"
"14411","1063","1","310"
"14412","1426","3","42"
"14413","770","4","361"
"14414","2399","8","91"
"14415","12092","23","0"
"14416","490","2","21"
"14417","604","1","387"
"14418","1937","3","3"
"14419","1261","7","10"
"14420","1639","4","98"
"14421","2469","6","56"
"14422","10272","19","0"
"14423","917","3","217"
"14424","322","1","17"
"14425","661","3","434"
"14426","11728","17","23"
"14427","1264","4","49"
"14428","1245","5","6"
"14429","516","1","403"
"14430","1221","3","511"
"14431","2614","4","302"
"14432","2256","6","9"
"14433","290","1","465"
"14434","1373","6","21"
"14435","90","1","501"
"14436","272","2","98"
"14437","959","5","365"
"14438","132","1","305"
"14439","9443","5","319"
"14440","6639","13","7"
"14441","4612","11","0"
"14442","5367","7","204"
"14443","2386","5","53"
"14444","132","1","455"
"14445","222","1","455"
"14446","1241","5","0"
"14447","1712","6","18"
"14448","375","2","8"
"14449","2483","8","18"
"14450","1128","7","180"
"14451","3309","12","59"
"14452","666","4","10"
"14453","120","1","189"
"14454","977","5","375"
"14455","628","4","431"
"14456","3062","9","4"
"14457","114","1","310"
"14458","237","1","380"
"14459","5376","2","154"
"14460","1094","9","109"
"14461","6714","13","147"
"14462","2270","12","65"
"14463","787","4","97"
"14464","111","2","567"
"14465","3946","11","246"
"14466","4647","13","28"
"14467","2221","12","17"
"14468","204","1","733"
"14469","2112","4","415"
"14470","712","3","11"
"14471","401","2","590"
"14472","2228","9","103"
"14473","234","2","73"
"14474","1278","2","45"
"14475","1151","4","71"
"14476","216","1","256"
"14477","1970","7","19"
"14478","1277","4","381"
"14479","1299","4","253"
"14480","1300","4","10"
"14481","2311","5","164"
"14482","4358","12","17"
"14483","257","2","281"
"14484","1071","4","49"
"14485","166","1","38"
"14486","176","2","511"
"14487","1454","7","26"
"14488","1064","1","67"
"14489","1575","4","206"
"14490","1273","2","405"
"14491","468","2","174"
"14492","1922","7","429"
"14493","5130","10","6"
"14494","401","3","25"
"14495","175","3","50"
"14496","2668","7","311"
"14497","697","2","308"
"14498","3911","10","42"
"14499","2139","7","25"
"14500","357","3","87"
"14501","251","2","183"
"14502","2471","11","19"
"14503","3543","6","2"
"14504","673","4","46"
"14505","12002","19","16"
"14506","3291","7","16"
"14507","3284","11","23"
"14508","875","5","21"
"14509","111","1","533"
"14510","1007","3","375"
"14511","1315","5","10"
"14512","1223","7","187"
"14513","788","6","100"
"14514","4599","9","60"
"14515","3749","12","17"
"14516","164","1","515"
"14517","330","2","32"
"14518","174","1","63"
"14519","206","2","683"
"14520","271","2","1"
"14521","199","1","490"
"14522","1759","8","23"
"14523","241","1","107"
"14524","2934","13","31"
"14525","8241","17","19"
"14526","262","1","388"
"14527","27792","122","2"
"14528","364","1","36"
"14529","620","3","59"
"14530","6197","16","25"
"14531","376","1","479"
"14532","3859","11","235"
"14533","3466","11","24"
"14534","6271","26","2"
"14535","6031","9","59"
"14536","172","1","259"
"14537","641","2","57"
"14538","1371","5","64"
"14539","537","2","15"
"14540","3795","11","9"
"14541","2500","14","58"
"14542","103","1","185"
"14543","14907","39","28"
"14544","2982","3","23"
"14545","349","1","673"
"14546","5198","11","4"
"14547","4008","8","3"
"14548","2627","9","150"
"14549","917","4","310"
"14550","1353","4","10"
"14551","880","7","17"
"14552","511","3","151"
"14553","1842","9","18"
"14554","2381","4","9"
"14555","2316","6","56"
"14556","835","3","595"
"14557","788","1","84"
"14558","656","3","653"
"14559","76","1","389"
"14560","6114","44","6"
"14561","1081","3","75"
"14562","6729","26","3"
"14563","679","2","509"
"14564","2606","2","434"
"14565","3859","5","95"
"14566","4092","4","110"
"14567","1530","2","56"
"14568","920","1","434"
"14569","599","4","0"
"14570","614","3","280"
"14571","162","1","424"
"14572","5615","11","2"
"14573","2621","13","179"
"14574","144","1","732"
"14575","461","1","487"
"14576","71","1","371"
"14577","1374","7","12"
"14578","169","1","2"
"14579","106","1","431"
"14580","15","1","517"
"14581","434","2","16"
"14582","114","1","40"
"14583","1781","8","5"
"14584","1748","8","168"
"14585","1143","5","49"
"14586","237","1","276"
"14587","1601","9","18"
"14588","135","1","577"
"14589","80","1","371"
"14590","3007","20","424"
"14591","1447","4","14"
"14592","570","3","34"
"14593","3712","12","21"
"14594","635","2","6"
"14595","2164","8","19"
"14596","229","1","626"
"14597","2202","6","10"
"14598","384","2","43"
"14599","475","2","389"
"14600","865","2","305"
"14601","214","1","10"
"14602","205","1","655"
"14603","660","1","274"
"14604","144","1","632"
"14605","937","4","373"
"14606","30861","192","0"
"14607","24138","22","15"
"14608","3353","11","3"
"14609","1486","10","71"
"14610","24","2","395"
"14611","604","2","443"
"14612","878","1","414"
"14613","76","1","679"
"14614","295","1","385"
"14615","952","5","393"
"14616","528","5","242"
"14617","190","2","402"
"14618","1342","7","8"
"14619","1291","2","245"
"14620","413","2","205"
"14621","3001","9","0"
"14622","321","1","184"
"14623","2060","10","31"
"14624","814","6","56"
"14625","4498","11","195"
"14626","5411","11","23"
"14627","463","1","378"
"14628","1998","5","90"
"14629","959","2","3"
"14630","339","1","483"
"14631","2026","6","50"
"14632","115","1","262"
"14633","345","1","265"
"14634","2124","4","437"
"14635","215","1","453"
"14636","610","2","35"
"14637","107","1","676"
"14638","444","1","50"
"14639","4979","9","51"
"14640","3667","10","23"
"14641","110","1","21"
"14642","96","1","58"
"14643","1680","5","169"
"14644","2248","7","67"
"14645","877","3","156"
"14646","528603","152","1"
"14647","520","2","200"
"14648","4547","15","415"
"14649","3775","9","4"
"14650","63","1","588"
"14651","2034","9","66"
"14652","114","1","76"
"14653","3615","12","0"
"14654","247","1","737"
"14655","3879","7","7"
"14656","815","5","168"
"14657","1461","6","17"
"14658","247","2","4"
"14659","2530","9","8"
"14660","286","2","86"
"14661","108","1","26"
"14662","1416","7","28"
"14663","491","2","429"
"14664","638","2","19"
"14665","2750","7","60"
"14666","195","1","23"
"14667","21927","54","10"
"14668","112","1","444"
"14669","3244","7","241"
"14670","602","3","279"
"14671","1127","2","548"
"14672","1113","4","234"
"14673","3411","7","2"
"14674","174","1","508"
"14675","1067","2","15"
"14676","8357","12","30"
"14677","185","1","592"
"14678","403","1","578"
"14679","1289","3","381"
"14680","57413","58","24"
"14681","875","6","70"
"14682","1515","6","187"
"14683","147","1","587"
"14684","1469","6","25"
"14685","4620","8","575"
"14686","886","5","413"
"14687","1402","3","106"
"14688","7714","28","7"
"14689","113","1","208"
"14690","794","4","43"
"14691","2114","5","30"
"14692","1745","12","136"
"14693","1165","7","264"
"14694","244","1","616"
"14695","1620","3","518"
"14696","2768","8","3"
"14697","189","2","217"
"14698","1251","5","1"
"14699","703","4","213"
"14700","3116","5","31"
"14701","4562","15","10"
"14702","6754","29","0"
"14703","318","1","14"
"14704","1814","11","10"
"14705","179","1","198"
"14706","391","1","618"
"14707","139","2","435"
"14708","2212","5","2"
"14709","8886","25","14"
"14710","1923","13","13"
"14711","2869","11","9"
"14712","1328","4","28"
"14713","5419","21","8"
"14714","906","4","23"
"14715","1840","8","24"
"14716","565","3","42"
"14717","81","1","732"
"14718","226","1","409"
"14719","1602","5","1"
"14720","664","3","5"
"14721","116","1","378"
"14722","513","3","146"
"14723","2093","11","9"
"14724","345","1","589"
"14725","1315","4","24"
"14726","125","1","654"
"14727","468","3","273"
"14728","191","1","412"
"14729","907","3","373"
"14730","2005","8","0"
"14731","380","3","46"
"14732","5517","19","7"
"14733","16185","15","15"
"14734","1056","4","425"
"14735","12240","56","3"
"14736","401","2","484"
"14737","3554","4","3"
"14738","1822","9","42"
"14739","12288","25","3"
"14740","4161","11","196"
"14741","1898","7","11"
"14742","580","1","434"
"14743","50","1","592"
"14744","3885","14","15"
"14745","2572","12","112"
"14746","594","4","405"
"14747","328","1","248"
"14748","3152","10","28"
"14749","310","1","479"
"14750","112","1","735"
"14751","126","2","683"
"14752","390","1","43"
"14753","870","2","86"
"14754","1550","6","44"
"14755","9973","25","9"
"14756","2654","3","14"
"14757","421","1","74"
"14758","2865","7","144"
"14759","1626","3","4"
"14760","89","1","296"
"14761","448","3","58"
"14762","418","2","263"
"14764","278","1","46"
"14765","254","3","28"
"14766","6556","11","7"
"14767","383","1","473"
"14768","193","2","16"
"14769","15772","17","2"
"14770","3638","8","231"
"14771","595","2","620"
"14772","139","1","111"
"14773","141","1","592"
"14774","241","1","528"
"14775","1418","3","57"
"14776","3708","15","50"
"14777","308","1","403"
"14778","731","2","126"
"14779","386","3","280"
"14780","448","2","54"
"14782","200","1","319"
"14783","307","1","658"
"14784","450","3","25"
"14785","77","2","9"
"14786","91","1","549"
"14787","111","1","470"
"14788","1156","3","6"
"14789","198","1","28"
"14790","2527","10","16"
"14791","304","1","606"
"14792","6","1","63"
"14793","626","2","20"
"14794","1954","10","2"
"14795","131","1","165"
"14796","10890","27","0"
"14797","300","1","506"
